NU_ANO,CO_UF_ESCOLA,SG_UF_ESCOLA,CO_MUNICIPIO_ESCOLA,NO_MUNICIPIO_ESCOLA,CO_ESCOLA_EDUCACENSO,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,NU_MEDIA_OBJ,NU_MEDIA_TOT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
2005,24,RN,2401008,Apodi,24004278,E E PROF GERSON LOPES ENS 1 GRAU,2,1,98,,69,,,,,,,,39.82,,,,76.5,2.2,21.3,Maior que 90 alunos
2006,24,RN,2401008,Apodi,24004278,E E PROF GERSON LOPES ENS 1 GRAU,2,1,99,,55,,,,,,,,37.82,,,,,,,Maior que 90 alunos
2007,24,RN,2401008,Apodi,24004278,E E PROF GERSON LOPES ENSINO FUNDAMENTAL E MEDIO,2,1,87,,45,,,,,,,,44.06,,,,69.8,7.2,23.0,De 61 a 90 alunos
2008,24,RN,2401008,Apodi,24004278,ESCOLA ESTADUAL PROFESSOR GERSON LOPES,2,1,87,,50,,,,,,55.42,32.86,,,,,72.7,2.7,24.6,De 61 a 90 alunos
2005,24,RN,2401008,Apodi,24004308,E E SEBASTIAO G DE OLIVEIRA 1 GRAU,2,2,23,,19,,,,,,,,42.68,,,,80.3,0.0,19.7,De 1 a 30 alunos
2006,24,RN,2401008,Apodi,24004308,E E SEBASTIAO G DE OLIVEIRA 1 GRAU,2,2,15,,10,,,,,,,,38.64,,,,,,,De 1 a 30 alunos
2008,24,RN,2401008,Apodi,24004308,ESCOLA ESTADUAL SEBASTIÃO GOMES DE OLIVEIRA,2,2,19,,13,,,,,,54.42,30.28,,,,,81.5,6.2,12.3,De 1 a 30 alunos
2005,24,RN,2401008,Apodi,24005681,COLÉGIO LUZ C E.PEQUENO PRINCIPE ENS 1ºGRAU,4,1,29,,27,,,,,,,,51.28,,,,83.4,15.6,1.0,De 1 a 30 alunos
2006,24,RN,2401008,Apodi,24005681,COLÉGIO LUZ C E.PEQUENO PRINCIPE ENS 1ºGRAU,4,1,25,,22,,,,,,,,51.84,,,,,,,De 1 a 30 alunos
2007,24,RN,2401008,Apodi,24005681,COLÉGIO LUZ LTDA PEQUENO PRÍNCIPE,4,1,22,,22,,,,,,,,59.26,,,,98.6,1.4,0.0,De 1 a 30 alunos
2008,24,RN,2401008,Apodi,24005681,COLÉGIO LUZ LTDA PEQUENO PRÍNCIPE,4,1,21,,20,,,,,,67.5,46.27,,,,,97.0,3.0,0.0,De 1 a 30 alunos
2005,24,RN,2402303,Caraúbas,24005878,E E PROF LOURENCO G OLIVEIRA 1 GRAU,2,1,52,,17,,,,,,,,39.15,,,,82.6,0.0,17.4,De 31 a 60 alunos
2006,24,RN,2402303,Caraúbas,24005878,E E PROF LOURENCO GURGEL OLIVEIRA ENS FUND E MEDIO,2,1,58,,32,,,,,,,,38.76,,,,,,,De 31 a 60 alunos
2007,24,RN,2402303,Caraúbas,24005878,E E PROF LOURENCO GURGEL OLIVEIRA ENS FUND E MEDIO,2,1,69,,29,,,,,,,,44.24,,,,81.0,2.2,16.8,De 61 a 90 alunos
2008,24,RN,2402303,Caraúbas,24005878,E E PROF LOURENCO GURGEL OLIVEIRA ENS FUND E MEDIO,2,1,65,,35,,,,,,51.69,33.2,,,,,64.1,5.0,30.9,De 61 a 90 alunos
2005,24,RN,2402303,Caraúbas,24005908,EE SEBASTIAO GURGEL ENS 1 E 2 GRAUS,2,1,274,,112,,,,,,,,39.97,,,,88.4,0.4,11.2,Maior que 90 alunos
2006,24,RN,2402303,Caraúbas,24005908,EE SEBASTIAO GURGEL ENS 1 E 2 GRAUS,2,1,244,,132,,,,,,,,39.38,,,,,,,Maior que 90 alunos
2007,24,RN,2402303,Caraúbas,24005908,EE SEBASTIAO GURGEL ENS 1 E 2 GRAUS,2,1,290,,178,,,,,,,,47.45,,,,80.3,8.4,11.3,Maior que 90 alunos
2008,24,RN,2402303,Caraúbas,24005908,EE SEBASTIAO GURGEL ENS 1 E 2 GRAUS,2,1,275,,151,,,,,,56.26,32.48,,,,,70.0,13.3,16.7,Maior que 90 alunos
2005,24,RN,2404309,Governador Dix-Sept Rosado,24006823,EE MANOEL JOAQUIM ENS 1 E 2 GRAUS,2,1,105,,68,,,,,,,,43.52,,,,73.1,6.2,20.7,Maior que 90 alunos
2006,24,RN,2404309,Governador Dix-Sept Rosado,24006823,EE MANOEL JOAQUIM ENS 1 E 2 GRAUS,2,1,113,,38,,,,,,,,38.53,,,,,,,Maior que 90 alunos
2007,24,RN,2404309,Governador Dix-Sept Rosado,24006823,E.E. MANOEL JOAQUIM ENS 1º E 2º GRAUS,2,1,119,,46,,,,,,,,48.03,,,,54.5,17.0,28.5,Maior que 90 alunos
2008,24,RN,2404309,Governador Dix-Sept Rosado,24006823,ESCOLA ESTADUAL MANOEL JOAQUIM,2,1,115,,35,,,,,,56.17,31.02,,,,,69.1,8.5,22.4,Maior que 90 alunos
2005,24,RN,2414456,Triunfo Potiguar,24008028,EE DESEMBARGADOR FELIPE GUERRA - ENS. FUND E MÉDIO,2,1,41,,16,,,,,,,,41.54,,,,64.0,0.5,35.5,De 31 a 60 alunos
2006,24,RN,2414456,Triunfo Potiguar,24008028,EE DESEMBARGADOR FELIPE GUERRA - ENS. FUND E MÉDIO,2,1,61,,21,,,,,,,,37.32,,,,,,,De 61 a 90 alunos
2007,24,RN,2414456,Triunfo Potiguar,24008028,EE DESEMBARGADOR FELIPE GUERRA - ENS. FUND E MÉDIO,2,1,55,,14,,,,,,,,43.58,,,,49.1,14.7,36.2,De 31 a 60 alunos
2008,24,RN,2414456,Triunfo Potiguar,24008028,EE DESEMBARGADOR FELIPE GUERRA - ENS. FUND E MÉDIO,2,1,67,,16,,,,,,57.67,32.94,,,,,56.1,0.8,43.1,De 61 a 90 alunos
2005,24,RN,2405207,Janduís,24008060,ESC EST PROF DANIEL GURGEL ENS 1 E 2 GRA,2,1,81,,43,,,,,,,,40.18,,,,74.1,3.0,22.9,De 61 a 90 alunos
2006,24,RN,2405207,Janduís,24008060,ESC EST PROF DANIEL GURGEL ENS 1 E 2 GRA,2,1,64,,36,,,,,,,,37.07,,,,,,,De 61 a 90 alunos
2007,24,RN,2405207,Janduís,24008060,ESC EST PROF DANIEL GURGEL ENS 1 E 2 GRA,2,1,65,,25,,,,,,,,42.45,,,,79.0,3.8,17.2,De 61 a 90 alunos
2008,24,RN,2405207,Janduís,24008060,ESC EST PROF DANIEL GURGEL,2,1,64,,26,,,,,,53.17,29.37,,,,,68.4,16.0,15.6,De 61 a 90 alunos
2005,24,RN,2407609,Messias Targino,24008389,ESC EST APOLINARIA JALES ENS 1 E 2 GRAUS,2,1,71,,28,,,,,,,,32.91,,,,66.3,0.0,33.7,De 61 a 90 alunos
2006,24,RN,2407609,Messias Targino,24008389,ESC EST APOLINARIA JALES ENS 1 E 2 GRAUS,2,1,55,,12,,,,,,,,35.73,,,,,,,De 31 a 60 alunos
2007,24,RN,2407609,Messias Targino,24008389,ESC EST APOLINARIA JALES ENS 1 E 2 GRAUS,2,1,41,,17,,,,,,,,47.27,,,,64.3,3.0,32.7,De 31 a 60 alunos
2008,24,RN,2407609,Messias Targino,24008389,ESC EST APOLINARIA JALES,2,1,43,,23,,,,,,49.21,26.98,,,,,73.7,4.5,21.8,De 31 a 60 alunos
2005,24,RN,2408706,Paraú,24008559,EE SILVESTRE VERAS BARBOSA ENS 1 E 2 GRAUS,2,1,54,,32,,,,,,,,35.8,,,,85.6,1.3,13.1,De 31 a 60 alunos
2006,24,RN,2408706,Paraú,24008559,EE SILVESTRE VERAS BARBOSA ENS 1 E 2 GRAUS,2,1,55,,26,,,,,,,,37.25,,,,,,,De 31 a 60 alunos
2007,24,RN,2408706,Paraú,24008559,EE SILVESTRE VERAS BARBOSA - ENSINO FUNDAMENTAL E MÉDIO,2,1,48,,20,,,,,,,,43.52,,,,88.4,0.9,10.7,De 31 a 60 alunos
2008,24,RN,2408706,Paraú,24008559,EE SILVESTRE VERAS BARBOSA - ENSINO FUNDAMENTAL E MÉDIO,2,1,85,,34,,,,,,51.13,30.63,,,,,82.6,3.5,13.9,De 61 a 90 alunos
2005,24,RN,2414605,Upanema,24008788,EE DE 1 E 2 G JOSE CALAZANS FREIRE,2,1,133,,47,,,,,,,,39.45,,,,82.1,3.7,14.2,Maior que 90 alunos
2006,24,RN,2414605,Upanema,24008788,EE DE 1 E 2 G JOSE CALAZANS FREIRE,2,1,126,,52,,,,,,,,38.09,,,,,,,Maior que 90 alunos
2007,24,RN,2414605,Upanema,24008788,EE JOSE CALAZANS FREIRE. ENSINO FUNDAMENTAL E MÉDIO,2,1,129,,68,,,,,,,,45.78,,,,86.8,5.5,7.7,Maior que 90 alunos
2008,24,RN,2414605,Upanema,24008788,ESCOLA ESTADUAL JOSE CALAZANS FREIRE. ENSINO FUNDAMENTAL E MÉDIO,2,1,161,,88,,,,,,51.85,29.96,,,,,76.5,9.7,13.8,Maior que 90 alunos
2005,24,RN,2400208,Açu,24009296,COMPLEXO EDUCACIONAL SANTO ANDRE,4,1,111,,69,,,,,,,,54.99,,,,96.2,3.5,0.3,Maior que 90 alunos
2006,24,RN,2400208,Açu,24009296,COMPLEXO EDUCACIONAL SANTO ANDRE,4,1,110,,68,,,,,,,,47.68,,,,,,,Maior que 90 alunos
2007,24,RN,2400208,Açu,24009296,COMPLEXO EDUCACIONAL SANTO ANDRE,4,1,66,,35,,,,,,,,56.08,,,,82.0,18.0,0.0,De 61 a 90 alunos
2008,24,RN,2400208,Açu,24009296,COMPLEXO EDUCACIONAL SANTO ANDRE,4,1,62,,36,,,,,,64.03,43.03,,,,,84.2,12.4,3.4,De 61 a 90 alunos
2005,24,RN,2400208,Açu,24009300,DEGRAU COLEGIO E CURSO,4,1,55,,30,,,,,,,,48.92,,,,96.7,1.1,2.2,De 31 a 60 alunos
2006,24,RN,2400208,Açu,24009300,DEGRAU COLEGIO E CURSO,4,1,26,,10,,,,,,,,45.69,,,,,,,De 1 a 30 alunos
2005,24,RN,2400208,Açu,24009318,EDUCANDARIO NOSSA SRA DAS VITORIAS,4,1,39,,18,,,,,,,,50.89,,,,94.0,6.0,0.0,De 31 a 60 alunos
2006,24,RN,2400208,Açu,24009318,EDUCANDARIO NOSSA SRA DAS VITORIAS,4,1,42,,26,,,,,,,,48.41,,,,,,,De 31 a 60 alunos
2007,24,RN,2400208,Açu,24009318,EDUCANDARIO NOSSA SRA DAS VITORIAS,4,1,26,,17,,,,,,,,53.9,,,,96.7,3.3,0.0,De 1 a 30 alunos
2008,24,RN,2400208,Açu,24009318,EDUCANDARIO NOSSA SRA DAS VITORIAS,4,1,32,,16,,,,,,63.5,37.6,,,,,99.0,1.0,0.0,De 31 a 60 alunos
2005,24,RN,2400208,Açu,24009334,EE JUSCELINO KUBITSCHEC ENS FUND E MEDIO,2,1,508,,179,,,,,,,,37.16,,,,50.7,10.1,39.2,Maior que 90 alunos
2006,24,RN,2400208,Açu,24009334,EE JUSCELINO KUBITSCHEC ENS FUND E MEDIO,2,1,392,,165,,,,,,,,37.28,,,,,,,Maior que 90 alunos
2007,24,RN,2400208,Açu,24009334,EE JUSCELINO KUBITSCHEC ENS FUND E MEDIO,2,1,411,,140,,,,,,,,44.9,,,,56.5,5.7,37.8,Maior que 90 alunos
2008,24,RN,2400208,Açu,24009334,EE JUSCELINO KUBITSCHEC ENS FUND E MEDIO,2,1,364,,112,,,,,,50.75,30.56,,,,,58.2,7.7,34.1,Maior que 90 alunos
2005,24,RN,2402501,Carnaubais,24010251,EE ALCIDES WANDERLEY ENS DE 2 GRAU,2,1,133,,57,,,,,,,,39.03,,,,78.0,1.0,21.0,Maior que 90 alunos
2006,24,RN,2402501,Carnaubais,24010251,EE ALCIDES WANDERLEY ENS DE 2 GRAU,2,1,118,,58,,,,,,,,34.89,,,,,,,Maior que 90 alunos
2007,24,RN,2402501,Carnaubais,24010251,EE ALCIDES WANDERLEY ENS DE 2 GRAU,2,1,162,,58,,,,,,,,43.46,,,,67.8,6.1,26.1,Maior que 90 alunos
2008,24,RN,2402501,Carnaubais,24010251,EE ALCIDES WANDERLEY ENS DE 2 GRAU,2,1,131,,46,,,,,,52.02,29.71,,,,,66.4,3.3,30.3,Maior que 90 alunos
2005,24,RN,2404853,Itajá,24010537,EE JOAO MANOEL PESSOA ENS FUNDAMENTAL E MEDIO,2,1,44,,15,,,,,,,,39.06,,,,50.0,2.0,48.0,De 31 a 60 alunos
2005,24,RN,2404853,Itajá,24010545,EE JOAO TERTULINO LOPES ENS FUND E MEDIO,2,1,81,,38,,,,,,,,36.16,,,,63.9,5.0,31.1,De 61 a 90 alunos
2006,24,RN,2404853,Itajá,24010545,EE JOAO TERTULINO LOPES ENS FUND E MEDIO,2,1,92,,45,,,,,,,,35.15,,,,,,,Maior que 90 alunos
2007,24,RN,2404853,Itajá,24010545,EE JOAO TERTULINO LOPES ENS FUND E MEDIO,2,1,90,,39,,,,,,,,43.92,,,,64.6,5.0,30.4,De 61 a 90 alunos
2008,24,RN,2404853,Itajá,24010545,EE JOAO TERTULINO LOPES ENS FUND E MEDIO,2,1,72,,19,,,,,,62.5,32.92,,,,,60.0,5.1,34.9,De 61 a 90 alunos
2006,24,RN,2404705,Ipanguaçu,24010588,EE MANOEL DE MELO MONTENEGRO ENS FUND E MEDIO,2,1,102,,25,,,,,,,,35.07,,,,,,,Maior que 90 alunos
2007,24,RN,2404705,Ipanguaçu,24010588,EE MANOEL DE MELO MONTENEGRO ENS FUND E MEDIO,2,1,174,,13,,,,,,,,44.93,,,,53.1,9.7,37.2,Maior que 90 alunos
2008,24,RN,2404705,Ipanguaçu,24010588,EE MANOEL DE MELO MONTENEGRO ENS FUND E MEDIO,2,1,148,,23,,,,,,51.85,31.81,,,,,52.2,11.2,36.6,Maior que 90 alunos
2006,24,RN,2404705,Ipanguaçu,24010596,EE MARIA DA GLORIA DE A LUNA ENS FUND E MEDIO,2,2,29,,12,,,,,,,,37.47,,,,,,,De 1 a 30 alunos
2005,24,RN,2406106,Jucurutu,24010936,ESC EST NEWMAN QUIROZ 1 E 2 GRAUS,2,1,193,,110,,,,,,,,39.21,,,,63.0,5.8,31.2,Maior que 90 alunos
2006,24,RN,2406106,Jucurutu,24010936,ESC EST NEWMAN QUIROZ 1 E 2 GRAUS,2,1,201,,97,,,,,,,,39.02,,,,,,,Maior que 90 alunos
2007,24,RN,2406106,Jucurutu,24010936,ESC EST NEWMAN QUEIROZ 1 E 2 GRAUS,2,1,226,,99,,,,,,,,45.42,,,,55.4,3.9,40.7,Maior que 90 alunos
2008,24,RN,2406106,Jucurutu,24010936,ESC EST NEWMAN QUEIROZ 1 E 2 GRAUS,2,1,227,,140,,,,,,55.26,30.2,,,,,71.6,1.8,26.6,Maior que 90 alunos
2005,24,RN,2409902,Pendências,24011592,EE MONSENHOR HONORIO ENSINO DE 1º E 2º GRAUS,2,1,137,,46,,,,,,,,34.35,,,,58.7,3.6,37.7,Maior que 90 alunos
2006,24,RN,2409902,Pendências,24011592,EE MONSENHOR HONORIO ENSINO DE 1º E 2º GRAUS,2,1,149,,44,,,,,,,,35.44,,,,,,,Maior que 90 alunos
2007,24,RN,2409902,Pendências,24011592,EE MONSENHOR HONORIO ENSINO DE 1º E 2º GRAUS,2,1,152,,39,,,,,,,,44.15,,,,53.5,5.1,41.4,Maior que 90 alunos
2008,24,RN,2409902,Pendências,24011592,EE MONSENHOR HONORIO ENSINO DE 1º E 2º GRAUS,2,1,143,,40,,,,,,51.51,28.21,,,,,54.8,13.7,31.5,Maior que 90 alunos
2006,24,RN,2402907,Coronel João Pessoa,24012424,EE PROF JOSE PROSPERO ENS 1º E 2º GRAUS,2,1,45,,24,,,,,,,,37.19,,,,,,,De 31 a 60 alunos
2007,24,RN,2402907,Coronel João Pessoa,24012424,EE PROF JOSE PROSPERO ENS 1º E 2º GRAUS,2,1,55,,50,,,,,,,,42.16,,,,88.3,0.6,11.1,De 31 a 60 alunos
2008,24,RN,2402907,Coronel João Pessoa,24012424,EE PROF JOSE PROSPERO ENS 1º E 2º GRAUS,2,1,51,,41,,,,,,55.63,29.69,,,,,82.5,0.0,17.5,De 31 a 60 alunos
2005,24,RN,2403202,Doutor Severiano,24012890,ESC EST CRISTOVAO C QUEIROZ ENS 1 E 2 GR,2,1,91,,35,,,,,,,,43.33,,,,73.0,2.2,24.8,Maior que 90 alunos
2006,24,RN,2403202,Doutor Severiano,24012890,ESC EST CRISTOVAO C QUEIROZ ENS 1 E 2 GR,2,1,88,,43,,,,,,,,44.68,,,,,,,De 61 a 90 alunos
2007,24,RN,2403202,Doutor Severiano,24012890,ESC EST CRISTOVAO C QUEIROZ ENS 1 E 2 GR,2,1,102,,76,,,,,,,,50.76,,,,84.9,5.7,9.4,Maior que 90 alunos
2008,24,RN,2403202,Doutor Severiano,24012890,ESC EST CRISTOVAO C QUEIROZ ENS 1 E 2 GR,2,1,116,,81,,,,,,57.44,30.24,,,,,72.5,6.0,21.5,Maior que 90 alunos
2005,24,RN,2403301,Encanto,24013307,ESC EST CID ROSADO ENS DE 1 E 2 GRAUS,2,1,87,,41,,,,,,,,38.95,,,,83.7,1.8,14.5,De 61 a 90 alunos
2006,24,RN,2403301,Encanto,24013307,ESC EST CID ROSADO ENS DE 1 E 2 GRAUS,2,1,99,,61,,,,,,,,38.86,,,,,,,Maior que 90 alunos
2007,24,RN,2403301,Encanto,24013307,ESC EST CID ROSADO ENS DE 1 E 2 GRAUS,2,1,84,,50,,,,,,,,48.05,,,,81.5,6.2,12.3,De 61 a 90 alunos
2008,24,RN,2403301,Encanto,24013307,ESC EST CID ROSADO ENS DE 1 E 2 GRAUS,2,1,68,,41,,,,,,57.74,31.59,,,,,75.6,5.0,19.4,De 61 a 90 alunos
2006,24,RN,2407252,Major Sales,24013587,ESC EST 26 DE JUNHO,2,1,48,,15,,,,,,,,39.71,,,,,,,De 31 a 60 alunos
2007,24,RN,2407252,Major Sales,24013587,ESC EST 26 DE JUNHO,2,1,47,,13,,,,,,,,39.89,,,,70.1,1.1,28.8,De 31 a 60 alunos
2006,24,RN,2407005,Luís Gomes,24013595,ESC EST CORONEL FERNANDES,2,1,66,,24,,,,,,,,38.25,,,,,,,De 61 a 90 alunos
2007,24,RN,2407005,Luís Gomes,24013595,ESC EST CORONEL FERNANDES,2,1,76,,22,,,,,,,,47.69,,,,68.9,3.1,28.0,De 61 a 90 alunos
2008,24,RN,2407005,Luís Gomes,24013595,ESC EST CORONEL FERNANDES,2,1,68,,37,,,,,,57.86,32.39,,,,,75.5,6.7,17.8,De 61 a 90 alunos
2005,24,RN,2407005,Luís Gomes,24013617,ESC EST MARIANA CAVALCANTI ENS 1 GRAU,2,1,142,,25,,,,,,,,40.43,,,,77.3,0.0,22.7,Maior que 90 alunos
2006,24,RN,2407005,Luís Gomes,24013617,ESC EST MARIANA CAVALCANTI ENS 1 GRAU,2,1,181,,59,,,,,,,,37.21,,,,,,,Maior que 90 alunos
2007,24,RN,2407005,Luís Gomes,24013617,ESC EST MARIANA CAVALCANTI ENS 1 GRAU,2,1,250,,59,,,,,,,,43.84,,,,66.9,0.6,32.5,Maior que 90 alunos
2008,24,RN,2407005,Luís Gomes,24013617,ESC EST MARIANA CAVALCANTI ENS 1 GRAU,2,1,152,,27,,,,,,52.5,26.63,,,,,61.4,0.5,38.1,Maior que 90 alunos
2005,24,RN,2410801,Riacho de Santana,24014230,ESC EST PROFª MARIA ANGELINA GOMES - FUND E MEDIO,2,1,58,,37,,,,,,,,37.88,,,,84.6,2.0,13.4,De 31 a 60 alunos
2006,24,RN,2410801,Riacho de Santana,24014230,ESC EST PROFª MARIA ANGELINA GOMES - FUND E MEDIO,2,1,38,,24,,,,,,,,40.79,,,,,,,De 31 a 60 alunos
2007,24,RN,2410801,Riacho de Santana,24014230,ESC EST PROFª MARIA ANGELINA GOMES - FUND E MEDIO,2,1,85,,28,,,,,,,,49.91,,,,69.6,2.5,27.9,De 61 a 90 alunos
2008,24,RN,2410801,Riacho de Santana,24014230,ESC EST PROFª MARIA ANGELINA GOMES - FUND E MEDIO,2,1,57,,39,,,,,,59.14,32.68,,,,,73.3,6.5,20.2,De 31 a 60 alunos
2005,24,RN,2400505,Alexandria,24015806,ESC EST 7 DE NOVEMBRO ENS DE 2 GRAU,2,1,102,,63,,,,,,,,40.58,,,,55.0,5.5,39.5,Maior que 90 alunos
2006,24,RN,2400505,Alexandria,24015806,ESC EST 7 DE NOVEMBRO ENS DE 2 GRAU,2,1,134,,60,,,,,,,,38.86,,,,,,,Maior que 90 alunos
2007,24,RN,2400505,Alexandria,24015806,ESC EST 7 DE NOVEMBRO ENS DE 2 GRAU,2,1,154,,55,,,,,,,,49.01,,,,55.8,5.3,38.9,Maior que 90 alunos
2008,24,RN,2400505,Alexandria,24015806,ESC EST 7 DE NOVEMBRO ENS DE 2 GRAU,2,1,145,,81,,,,,,57.25,30.9,,,,,55.1,3.8,41.1,Maior que 90 alunos
2005,24,RN,2403905,Francisco Dantas,24016497,ESC EST 26 DE MARCO ENS DE 1 E 2 GRAUS,2,1,35,,23,,,,,,,,42.0,,,,68.9,1.4,29.7,De 31 a 60 alunos
2006,24,RN,2403905,Francisco Dantas,24016497,ESC EST 26 DE MARCO ENS DE 1 E 2 GRAUS,2,1,39,,29,,,,,,,,41.4,,,,,,,De 31 a 60 alunos
2007,24,RN,2403905,Francisco Dantas,24016497,ESC EST 26 DE MARCO ENS DE 1 E 2 GRAUS,2,1,33,,27,,,,,,,,49.99,,,,72.9,2.5,24.6,De 31 a 60 alunos
2008,24,RN,2403905,Francisco Dantas,24016497,ESC EST 26 DE MARCO ENS DE 1 E 2 GRAUS,2,1,36,,21,,,,,,60.6,33.64,,,,,76.4,0.0,23.6,De 31 a 60 alunos
2005,24,RN,2404903,Itaú,24016675,EE FRANCISCO DE A PINHEIRO ENS 2 GRAU,2,1,71,,32,,,,,,,,37.93,,,,77.7,3.5,18.8,De 61 a 90 alunos
2006,24,RN,2404903,Itaú,24016675,EE FRANCISCO DE A PINHEIRO ENS 2 GRAU,2,1,68,,25,,,,,,,,40.53,,,,,,,De 61 a 90 alunos
2007,24,RN,2404903,Itaú,24016675,EE FRANCISCO DE A PINHEIRO ENS 2 GRAU,2,1,66,,31,,,,,,,,46.53,,,,73.1,5.1,21.8,De 61 a 90 alunos
2008,24,RN,2404903,Itaú,24016675,EE FRANCISCO DE ASSIS PINHEIRO ENSINO MÉDIO,2,1,85,,30,,,,,,60.98,32.8,,,,,80.6,1.3,18.1,De 61 a 90 alunos
2005,24,RN,2406007,José da Penha,24016934,ESC EST VICENTE DE FONTES,2,1,94,,39,,,,,,,,43.7,,,,80.3,0.6,19.1,Maior que 90 alunos
2006,24,RN,2406007,José da Penha,24016934,ESC EST VICENTE DE FONTES,2,2,92,,47,,,,,,,,43.95,,,,,,,Maior que 90 alunos
2007,24,RN,2406007,José da Penha,24016934,ESC EST VICENTE DE FONTES,2,2,73,,42,,,,,,,,49.1,,,,77.7,1.7,20.6,De 61 a 90 alunos
2008,24,RN,2406007,José da Penha,24016934,ESC EST VICENTE DE FONTES,2,1,81,,58,,,,,,62.2,34.24,,,,,76.1,1.8,22.1,De 61 a 90 alunos
2005,24,RN,2407302,Marcelino Vieira,24017205,ESC EST DES LICURGO NUNES ENS 1 E 2 GRAU,2,1,106,,49,,,,,,,,40.86,,,,79.3,1.0,19.7,Maior que 90 alunos
2006,24,RN,2407302,Marcelino Vieira,24017205,ESC EST DES LICURGO NUNES ENS 1 E 2 GRAU,2,1,101,,72,,,,,,,,38.15,,,,,,,Maior que 90 alunos
2007,24,RN,2407302,Marcelino Vieira,24017205,ESC EST DES LICURGO NUNES ENS 1 E 2 GRAU,2,1,107,,58,,,,,,,,47.79,,,,69.6,5.7,24.7,Maior que 90 alunos
2008,24,RN,2407302,Marcelino Vieira,24017205,ESC EST DES LICURGO NUNES ENS 1 E 2 GRAU,2,1,83,,52,,,,,,59.23,34.65,,,,,72.9,6.8,20.3,De 61 a 90 alunos
2006,24,RN,2408607,Paranã,24017930,ESC EST 26 MARCO ENS DE 1 E 2 GRAUS,2,1,43,,21,,,,,,,,42.28,,,,,,,De 31 a 60 alunos
2007,24,RN,2408607,Paranã,24017930,ESC EST 26 MARCO ENS DE 1 E 2 GRAUS,2,1,60,,24,,,,,,,,44.41,,,,74.3,3.2,22.5,De 31 a 60 alunos
2008,24,RN,2408607,Paraná,24017930,ESC EST 26 MARCO ENS DE 1 E 2 GRAUS,2,1,68,,29,,,,,,52.39,30.43,,,,,78.1,2.2,19.7,De 61 a 90 alunos
2005,24,RN,2409407,Pau dos Ferros,24018228,EDUCANDARIO IMACULADA CONCEICAO,4,1,33,,24,,,,,,,,51.85,,,,99.1,0.0,0.9,De 31 a 60 alunos
2006,24,RN,2409407,Pau dos Ferros,24018228,EDUCANDARIO IMACULADA CONCEICAO,4,1,30,,26,,,,,,,,52.33,,,,,,,De 1 a 30 alunos
2007,24,RN,2409407,Pau dos Ferros,24018228,EDUCANDARIO IMACULADA CONCEICAO,4,1,38,,31,,,,,,,,62.42,,,,100.0,0.0,0.0,De 31 a 60 alunos
2008,24,RN,2409407,Pau dos Ferros,24018228,EDUCANDARIO IMACULADA CONCEICAO,4,1,23,,19,,,,,,62.92,45.45,,,,,100.0,0.0,0.0,De 1 a 30 alunos
2005,24,RN,2409407,Pau dos Ferros,24018260,ESC EST DOUTOR JOSE FERNANDES DE MELO,2,1,271,,156,,,,,,,,40.54,,,,64.2,9.4,26.4,Maior que 90 alunos
2006,24,RN,2409407,Pau dos Ferros,24018260,ESC EST DOUTOR JOSE FERNANDES DE MELO,2,1,257,,180,,,,,,,,41.28,,,,,,,Maior que 90 alunos
2007,24,RN,2409407,Pau dos Ferros,24018260,ESC EST DOUTOR JOSE FERNANDES DE MELO,2,1,248,,160,,,,,,,,48.81,,,,67.8,10.8,21.4,Maior que 90 alunos
2008,24,RN,2409407,Pau dos Ferros,24018260,ESC EST DOUTOR JOSE FERNANDES DE MELO,2,1,303,,208,,,,,,58.44,33.33,,,,,65.6,10.0,24.4,Maior que 90 alunos
2005,24,RN,2409407,Pau dos Ferros,24018333,ESC EST PROF MARIA EDILMA DE FREITAS,2,1,66,,29,,,,,,,,36.35,,,,72.3,2.7,25.0,De 61 a 90 alunos
2006,24,RN,2409407,Pau dos Ferros,24018333,ESC EST PROF MARIA EDILMA DE FREITAS,2,1,60,,43,,,,,,,,37.42,,,,,,,De 31 a 60 alunos
2007,24,RN,2409407,Pau dos Ferros,24018333,ESC EST PROF MARIA EDILMA DE FREITAS,2,1,27,,30,,,,,,,,46.78,,,,47.4,8.4,44.2,De 1 a 30 alunos
2008,24,RN,2409407,Pau dos Ferros,24018333,ESC EST PROF MARIA EDILMA DE FREITAS,2,1,41,,25,,,,,,57.6,33.9,,,,,50.5,14.1,35.4,De 31 a 60 alunos
2005,24,RN,2410009,Pilões,24018716,ESC EST DES SINVAL M DIAS ENS 1 2 GRAUS,2,1,54,,18,,,,,,,,42.86,,,,68.5,0.8,30.7,De 31 a 60 alunos
2006,24,RN,2410009,Pilões,24018716,ESC EST DES SINVAL M DIAS ENS 1 2 GRAUS,2,1,45,,21,,,,,,,,35.61,,,,,,,De 31 a 60 alunos
